File Name,Accuracy Class 0,Accuracy Class 1,Accuracy Class 2
05-26_00038_P0034282.png,0.9966605595945215,0.925652301377895,0.4165366614664587
05-15_00144_P0030859.png,0.9994169152969692,0.9223218613669414,0.262507850115135
05-26_00162_P0034282.png,0.983511208025911,0.9818623407570342,0.3587059942911513
05-15_00159_P0030686.png,0.997910451811491,0.9536495042408314,0.0
05-26_00223_P0034016.png,0.9651632005259311,0.9501775529968793,0.5347593582887701
06-05_00109_P0037822.png,0.8551678846239712,0.9973079708929287,0.9564225416381474
05-15_00284_P0030695.png,0.9972222601384092,0.939291587040576,0.052256532066508314
06-05_00066_P0037822.png,0.929246956839049,0.9954467530289933,0.30893939393939396
05-26_00098_P0034282.png,0.982339453865078,0.9533178796138269,0.1366825708672467
05-26_00159_P0034016.png,0.9525645199575077,0.9738694271570272,0.32204020848845866
05-26_00059_P0034282.png,0.9945914965489018,0.9186108491533068,0.5427807486631016
05-15_00223_P0030953.png,0.9938345032571374,0.9439294107469831,0.01383399209486166
05-15_00092_P0030859.png,0.9968126338108646,0.9024663677130045,0.7741027445460943
05-15_00155_P0030686.png,0.9886401835278007,0.9705945238903771,0.3194816800714924
05-15_00072_P0030943.png,0.9877118953104325,0.9301953758405244,0.22780569514237856
05-15_00226_P0030953.png,0.9945689481734904,0.935399684793845,0.05227272727272727
05-15_00142_P0030686.png,0.9984004517278494,0.9138559282444174,0.325
05-26_00166_P0034016.png,0.997551280546098,0.9001295756397797,0.6780072904009721
06-05_00091_P0037991.png,0.9879532420515008,0.9768241550340032,0.6548785683851726
05-26_00116_P0034121.png,0.9967314106870347,0.9297185901080159,0.7427206551410374
05-26_00130_P0034121.png,0.9905884345247218,0.9340072494369369,0.5363683935112507
05-26_00132_P0034121.png,0.9873810132450618,0.960528746155267,0.66785290628707
06-05_00100_P0037991.png,0.9457599030344636,0.9452248338996508,0.5234062984221208
05-15_00206_P0030953.png,0.9992470302213808,0.8577298407806883,0.0
05-15_00164_P0030686.png,0.999931297119918,0.30085470085470084,0.0
05-26_00209_P0034016.png,0.9982235506973529,0.9191154791154791,0.2805481537875904
05-15_00076_P0030943.png,0.9990953891851752,0.78874352445342,0.4693140794223827
06-05_00097_P0037991.png,0.9813811589449287,0.9935559308821619,0.5048034229434084
05-15_00091_P0030859.png,0.9942643622220166,0.908313746303738,0.8053892215568862
05-26_00120_P0034282.png,0.9850256262246585,0.9556013969790641,0.04698623635500712
05-15_00079_P0030859.png,0.9995757737102275,0.7494215640906987,0.0
06-05_00117_P0037991.png,0.9447435277459958,0.9965533545689826,0.41840477937323134
06-05_00050_P0037822.png,0.9673549637283931,0.997195315568488,0.44122249388753054
06-05_00163_P0037991.png,0.9508382597285907,0.9870074125435425,0.8982764712810647
05-15_00239_P0030695.png,0.991440431230461,0.9489547465026149,0.1476407914764079
05-15_00062_P0030859.png,0.9938301879793763,0.9006566198714642,0.4992871851734516
06-05_00219_P0038051.png,0.9335598578640567,0.9957080471614584,0.026745993460899394
05-15_00224_P0030686.png,0.9950849112441003,0.9503022552894675,0.488518475346777
05-15_00235_P0030686.png,0.9975133204474259,0.9599795640326976,0.3891178895300907
05-26_00031_P0034282.png,0.9578925054900037,0.971355404448497,0.6135517498138496
05-15_00158_P0030943.png,0.9980225695430657,0.9169661433705315,0.08489722966934764
05-15_00138_P0030859.png,0.9910299336409342,0.9278981313047793,0.2237960339943343
05-15_00282_P0030695.png,0.9936470924870096,0.9416873050078801,0.7526132404181185
05-26_00180_P0034121.png,0.9859709990820769,0.9676271563363726,0.38133966919491913
05-26_00238_P0034121.png,0.989911449052025,0.950587931000179,0.3555900621118012
06-05_00077_P0037991.png,0.9759847160772127,0.9901868501628313,0.4601458296283123
05-26_00137_P0034282.png,0.9702214333293546,0.968779571939693,0.2264466762314682
05-15_00243_P0030953.png,0.9974303408053068,0.9193471988976446,0.25267304445694994
05-15_00076_P0030859.png,0.9925861876545631,0.9412301697745616,0.0
05-15_00220_P0030792.png,0.9980300392239347,0.9406031363088058,0.40560949298813376
06-05_00132_P0038051.png,0.9236888360880108,0.9900778253751094,0.7740559388678685
06-05_00129_P0037822.png,0.9235040911103037,0.9960043241230203,0.12889155788741744
05-15_00276_P0030792.png,0.9985364441906449,0.8384778510838832,0.21711899791231734
05-15_00138_P0030943.png,0.9974219776406138,0.9240224030005829,0.15371621621621623
06-05_00216_P0038051.png,0.9071652143524603,0.9966099428566934,0.16538404617433772
06-05_00074_P0037991.png,0.9523789763518131,0.993532010225928,0.7532550421240746
05-15_00197_P0030686.png,0.9942731944087743,0.9471176637906513,0.2486218302094818
05-15_00095_P0030859.png,0.9972290208847725,0.8967132574170698,0.32207421503330164
05-15_00156_P0030953.png,0.9947964582571701,0.9346438138204669,0.08750383788762665
05-15_00283_P0030695.png,0.9939126275896306,0.9550353684136252,0.39438339438339437
05-15_00212_P0030792.png,0.9972275654139772,0.9271113187711716,0.0
05-15_00146_P0030859.png,0.9952021474632576,0.9325592258925592,0.21551081282624907
06-05_00101_P0037991.png,0.9629448181673226,0.9961769276281998,0.09373187293138158
05-15_00157_P0030943.png,0.9992245945820362,0.8371469800041229,0.11625615763546798
05-26_00080_P0034282.png,0.9960091330950223,0.9094322810590632,0.4253764393268379
05-15_00155_P0030859.png,0.9914102822580645,0.9248320192290184,0.0
05-26_00154_P0034121.png,0.992479800093603,0.9631521342575702,0.6939120631341601
06-05_00156_P0038051.png,0.9566997333471742,0.9949125770658347,0.48976813630774635
05-26_00197_P0034016.png,0.9994776568685722,0.8482289467511143,0.14691444600280504
05-15_00235_P0030695.png,0.9999244256348246,0.41235632183908044,0.5080818965517241
05-15_00247_P0030686.png,0.9996622723806735,0.4988479262672811,0.38118214716525933
05-15_00175_P0030792.png,0.9998511242978506,0.2742382271468144,0.0
05-15_00175_P0030686.png,0.9956353731029868,0.967767929089444,0.8227712137486574
05-15_00158_P0030686.png,0.9989291543485833,0.9341628602929595,0.0
05-15_00100_P0030859.png,0.998616987758747,0.8795614842072984,0.22661870503597123
05-26_00164_P0034016.png,0.991749349821989,0.9641188251001335,0.12645992750704793
06-05_00029_P0037991.png,0.9555297664473892,0.9939273116338164,0.2092067903099136
05-15_00199_P0030686.png,0.9933593921470346,0.9534217600141013,0.39215686274509803
06-05_00026_P0037822.png,0.8986393731964925,0.9985906249876457,0.7580889439625499
06-05_00220_P0038051.png,0.9455537918205904,0.9957656424226171,0.15028226591395757
05-15_00156_P0030686.png,0.9910521610692555,0.9671953687579423,0.21357442348008385
05-15_00221_P0030695.png,0.9942272246517744,0.9025561921551344,0.3333333333333333
05-15_00096_P0030943.png,0.9999436240199896,0.4958823529411765,0.6616314199395771
05-15_00225_P0030953.png,0.996646387320989,0.9322224905417371,0.030463576158940398
05-15_00159_P0030953.png,0.9968965483514441,0.9462783447922449,0.009094216078574026
05-15_00264_P0030695.png,0.9982601105783543,0.9279047619047619,0.810126582278481
06-05_00155_P0038051.png,0.9695992763107245,0.9904432987147544,0.5667009249743062
05-26_00176_P0034016.png,0.9989956773800814,0.8896407282100854,0.42479908151549944
05-15_00161_P0030859.png,0.9972891344383057,0.9154585955731561,0.636237897648686
05-26_00244_P0034016.png,0.9734944213560972,0.9567707580854884,0.4523809523809524
05-15_00237_P0030686.png,0.9958400507964225,0.9599163566249355,0.6523109243697479
05-15_00134_P0030859.png,0.9916054997409105,0.9265947510118863,0.36363636363636365
05-15_00236_P0030686.png,0.9976498248869938,0.9407159820564693,0.5681386514719848
06-05_00027_P0037822.png,0.9584803400500028,0.9811490527856391,0.7328481088175636
05-26_00219_P0034121.png,0.9889520863208889,0.9730877093678442,0.14660194174757282
06-05_00218_P0038051.png,0.9485927332840913,0.9959197769307513,0.2546165197622941
05-26_00217_P0034121.png,0.9820876407352663,0.9655481680786877,0.39232153569286143
06-05_00029_P0037822.png,0.9650776165559732,0.9966567681760204,0.7860844635571728
06-05_00165_P0037991.png,0.9820950877799409,0.8942298283191806,0.9018344616728543
05-15_00082_P0030859.png,0.9957421282771189,0.9376471364766452,0.0
06-05_00032_P0037991.png,0.9847029428976891,0.9797944507526131,0.0
05-15_00093_P0030943.png,0.9900242849488743,0.9236054421768708,0.0654320987654321
05-26_00096_P0034282.png,0.9934020204510525,0.9584441406735429,0.207663782447466
06-05_00048_P0037822.png,0.9643113731202267,0.9758930852279603,0.7145695890628726
05-26_00133_P0034121.png,0.9946087534852787,0.9645366107755768,0.07727272727272727
05-15_00075_P0030859.png,0.9947111907297824,0.9328733716120269,0.0
05-15_00216_P0030686.png,0.9952757640045169,0.9543044685685433,0.8775337837837838
05-15_00180_P0030686.png,0.9957554699971828,0.9395238226917014,0.03825857519788918
05-26_00053_P0034282.png,0.9597450972147679,0.9686800329949666,0.3633646456020495
05-15_00303_P0030792.png,0.9999656205772305,0.5697823303457106,0.0547945205479452
05-15_00053_P0030859.png,0.9985171910146029,0.8822633297062024,0.0
05-15_00241_P0030686.png,0.9949738618983199,0.9320708613317044,0.22033898305084745
05-26_00179_P0034016.png,0.9892587087885264,0.9365639125300321,0.4461576722208406
