File Name,Accuracy Class 0,Accuracy Class 1,Accuracy Class 2
06-05_00109_P0037822.png,0.8551678846239712,0.9973079708929288,0.9564225416381474
05-15_00092_P0030859.png,0.9968126338108646,0.9024663677130044,0.7741027445460943
05-15_00091_P0030859.png,0.9942643622220166,0.908313746303738,0.8053892215568862
06-05_00163_P0037991.png,0.9508382597285908,0.9870074125435424,0.8982764712810647
05-15_00282_P0030695.png,0.9936470924870096,0.94168730500788,0.7526132404181185
06-05_00132_P0038051.png,0.9236888360880108,0.9900778253751094,0.7740559388678685
06-05_00074_P0037991.png,0.9523789763518132,0.993532010225928,0.7532550421240746
05-15_00175_P0030686.png,0.9956353731029868,0.967767929089444,0.8227712137486574
06-05_00026_P0037822.png,0.8986393731964925,0.9985906249876456,0.7580889439625499
05-15_00264_P0030695.png,0.9982601105783544,0.927904761904762,0.810126582278481
06-05_00029_P0037822.png,0.9650776165559732,0.9966567681760204,0.7860844635571728
05-15_00216_P0030686.png,0.9952757640045168,0.9543044685685432,0.8775337837837838
06-05_00222_P0038051.png,0.9339853781446515,0.9963072594589842,0.7843560574607656
06-05_00040_P0037991.png,0.997225785136816,0.9451050659716568,0.8853441069935916
05-15_00179_P0030695.png,0.9939616974395266,0.9689942775928488,0.8041958041958042
05-15_00183_P0030686.png,0.9965342161403136,0.9516903478686918,0.7919463087248322
05-15_00235_P0030792.png,0.9969720144860696,0.9294224098929272,0.8132337246531484
06-05_00144_P0037991.png,0.9699758332909144,0.9440739642577968,0.9011559019458122
05-15_00278_P0030695.png,0.9967115844103722,0.9352830747949809,0.8513011152416357
06-05_00096_P0037991.png,0.941520324595878,0.9963779700189096,0.860541364849409
05-26_00195_P0034121.png,0.9862705981313832,0.965892303306235,0.9180161943319838
05-15_00222_P0030686.png,0.9938937822834604,0.9599058634445944,0.7881756756756757
05-15_00257_P0030695.png,0.99643512548969,0.9336385161799526,0.870197904540163
05-15_00113_P0030859.png,0.9946421714624504,0.9169210225104922,0.8075253256150506
06-05_00135_P0037991.png,0.9053913369377372,0.9956445014309036,0.8524679574584129
06-05_00110_P0037822.png,0.9167394703331776,0.9977083112070898,0.8502566391430484
06-05_00130_P0037822.png,0.891112947317733,0.997660720755114,0.9342915811088296
06-05_00075_P0037822.png,0.9926746252012866,0.9920204317607146,0.8774389531487323
06-05_00159_P0037822.png,0.993010023193424,0.9791740562452496,0.8467259928277328
06-05_00082_P0037991.png,0.9915169861053196,0.9399245006620278,0.8834094847959666
06-05_00166_P0037991.png,0.9831287756189526,0.985974597419,0.8539507594450841
05-26_00260_P0034016.png,0.9951919782323894,0.9590898951594914,0.7973964703826665
06-05_00046_P0037822.png,0.8592822166464485,0.9969853127665952,0.8142753095411508
06-05_00114_P0037991.png,0.9423242540759084,0.994888646599872,0.8915831004438599
